244;62;9.900000;73;small
245;1429;9.900000;125;small
246;4397;9.900000;84;small
247;1845;9.900000;86;small
248;1100;9.900000;139;small
249;206;9.900000;144;small
250;2708;9.900000;217;small
251;4641;9.900000;197;small
252;5055;9.900000;133;small
253;5204;9.900000;149;small
254;5502;9.900000;210;small
255;1724;9.900000;227;small
256;875;9.900000;214;small
257;2872;9.900000;225;small
258;3917;9.900000;200;small
259;1305;9.900000;285;small
260;510;9.900000;246;small
261;3062;9.900000;227;small
262;4213;9.900000;271;small
263;676;9.900000;303;small
264;376;9.900000;197;small
265;119;9.900000;304;small
266;4962;9.900000;262;small
267;4469;9.900000;342;small
268;5452;9.900000;355;small
269;2881;9.900000;396;small
270;3399;9.900000;395;small
271;907;9.900000;421;small
272;1850;9.900000;380;small
273;1478;9.900000;351;small
274;275;9.900000;520;small
275;1090;9.900000;392;small
276;4720;9.900000;403;small
277;721;9.900000;540;small
278;3874;9.900000;392;small
279;5480;9.900000;488;small
280;5147;9.900000;506;small
281;2931;9.900000;590;small
282;4299;9.900000;482;small
283;404;9.900000;532;small
284;1732;9.900000;510;small
285;510;9.900000;417;small
286;4495;9.900000;449;small
287;70;9.900000;595;small
288;4630;9.900000;645;small
289;872;9.900000;599;small
290;2738;9.900000;600;small
291;4861;9.900000;570;small
292;3747;9.900000;618;small
293;618;9.900000;637;small
294;5333;9.900000;672;small
295;3137;9.900000;633;small
296;3972;9.900000;658;small
297;4272;9.900000;687;small
298;1087;9.900000;683;small
299;4974;9.900000;787;small
300;1201;9.900000;632;small
301;4111;9.900000;664;small
302;4448;9.900000;653;small
303;260;9.900000;788;small
304;5587;9.900000;671;small
305;2808;9.900000;734;small
306;2947;9.900000;887;small
307;940;9.900000;822;small
308;3853;9.900000;853;small
309;3479;9.900000;771;small
310;4464;9.900000;806;small
311;5313;9.900000;877;small
312;709;9.900000;846;small
313;3886;9.900000;818;small
314;3097;9.900000;858;small
315;3276;9.900000;857;small
316;966;9.900000;966;small
317;4831;9.900000;858;small
318;5507;9.900000;875;small
319;1276;9.900000;907;small
320;2536;9.900000;946;small
321;3680;9.900000;1008;small
322;4746;9.900000;943;small
323;4318;9.900000;929;small
324;5162;9.900000;957;small
325;4574;9.900000;935;small
326;1119;9.900000;927;small
327;1908;9.900000;958;small
328;4099;9.900000;1013;small
329;3869;9.900000;962;small
330;1659;9.900000;963;small
331;4956;9.900000;1018;small
332;1823;9.900000;1094;small
333;4641;9.900000;1117;small
334;49;9.900000;1039;small
335;2373;9.900000;1128;small
336;4333;9.900000;1124;small
337;4808;9.900000;1110;small
338;1203;9.900000;1107;small
339;2636;9.900000;1132;small
340;3505;9.900000;1095;small
341;4677;9.900000;1153;small
342;271;9.900000;1170;small
343;3814;9.900000;1107;small
344;4472;9.900000;1236;small
345;1507;9.900000;1172;small
346;5554;9.900000;1297;small
347;3926;9.900000;1237;small
348;5021;9.900000;1186;small
349;2183;9.900000;1265;small
350;3320;9.900000;1259;small
351;164;9.900000;1199;small
352;1098;9.900000;1175;small
353;5148;9.900000;1263;small
354;1306;9.900000;1257;small
355;4371;9.900000;1319;small
356;5389;9.900000;1263;small
357;324;9.900000;1462;small
358;4080;9.900000;1324;small
359;452;9.900000;1292;small
360;1635;9.900000;1333;small
361;708;9.900000;1397;small
362;3880;9.900000;1407;small
363;3629;9.900000;1383;small
364;1232;9.900000;1466;small
365;1473;9.900000;1479;small
366;111;9.900000;1512;small
367;5476;9.900000;1556;small
368;3780;9.900000;1565;small
369;685;9.900000;1530;small
370;4089;9.900000;1518;small
371;1080;9.900000;1630;small
372;790;9.900000;1602;small
373;3960;9.900000;1598;small
374;400;9.900000;1697;small
375;931;9.900000;1595;small
376;2439;9.900000;1651;small
377;1247;9.900000;1610;small
378;3531;9.900000;1646;small
379;3842;9.900000;1745;small
380;3255;9.900000;1691;small
381;5339;9.900000;1698;small
382;1486;9.900000;1787;small
383;5500;9.900000;1748;small
384;5228;9.900000;1677;small
385;263;9.900000;1760;small
386;4161;9.900000;1759;small
387;1395;9.900000;1695;small
388;3673;9.900000;1785;small
389;5142;9.900000;1802;small
390;1096;9.900000;1863;small
391;843;9.900000;1873;small
392;1527;9.900000;1914;small
393;5546;9.900000;1914;small
394;5036;9.900000;1894;small
395;435;9.900000;1920;small
396;5322;9.900000;1859;small
397;1703;9.900000;1963;small
398;1285;9.900000;1905;small
399;5244;9.900000;1982;small
400;109;9.900000;1881;small
401;3826;9.900000;2012;small
402;728;9.900000;1985;small
403;1012;9.900000;1969;small
404;4951;9.900000;2011;small
405;2078;9.900000;2026;small
406;512;9.900000;1216;small
407;998;9.900000;1489;small
408;2589;9.900000;1125;small
409;2524;9.900000;1118;small
410;4870;9.900000;1143;small
411;5373;9.900000;1314;small
